order_id,order_date,shipping_mode,product_category,product_subcategory,weight_kg,distance_km,shipping_cost,expected_delivery_date,actual_delivery_date,delay_days,is_delayed,warehouse_region,customer_segment
ORDER-00824,2023-12-29,Same Day,Technology,Phones,9.03,417.3,381.85,2023-12-30,2023-12-30,0,0,East,Home Office
ORDER-00825,2024-01-31,Second Class,Office Supplies,Pens,43.68,66.9,193.66,2024-02-01,2024-02-02,1,1,East,Corporate
ORDER-00826,2023-08-06,First Class,Office Supplies,Pens,30.85,69.2,179.84,2023-08-08,2023-08-09,1,1,West,Consumer
ORDER-00827,2023-05-21,First Class,Furniture,Furnishings,8.28,280.6,200.89,2023-05-23,2023-05-23,0,0,East,Consumer
ORDER-00828,2023-07-29,Second Class,Furniture,Bookcases,48.14,473.5,1384.75,2023-08-02,2023-08-04,2,1,South,Home Office
ORDER-00829,2024-04-04,Second Class,Furniture,Tables,26.16,210.4,337.71,2024-04-08,2024-04-08,0,0,West,Corporate
ORDER-00830,2023-12-22,Standard Class,Office Supplies,Paper,4.11,166.8,45.92,2023-12-27,2023-12-29,2,1,West,Corporate
ORDER-00831,2023-11-20,Standard Class,Office Supplies,Pens,31.53,305.3,493.71,2023-11-25,2023-11-26,1,1,East,Home Office
ORDER-00832,2023-05-13,Standard Class,Technology,Machines,13.03,465.6,313.02,2023-05-14,2023-05-16,2,1,North,Home Office
ORDER-00833,2023-05-07,First Class,Furniture,Chairs,40.28,419.3,1363.38,2023-05-13,2023-05-13,0,0,East,Corporate
ORDER-00834,2023-04-16,Second Class,Technology,Copiers,40.98,497.8,1233.75,2023-04-22,2023-04-24,2,1,North,Consumer
ORDER-00835,2024-01-13,First Class,Office Supplies,Storage,48.96,16.2,73.86,2024-01-16,2024-01-18,2,1,East,Consumer
ORDER-00836,2023-02-20,Standard Class,Furniture,Bookcases,25.34,60.9,92.2,2023-02-25,2023-02-27,2,1,East,Home Office
ORDER-00837,2023-01-29,Second Class,Office Supplies,Paper,23.02,306.7,438.1,2023-02-03,2023-02-04,1,1,North,Corporate
ORDER-00838,2024-04-06,Second Class,Furniture,Chairs,37.8,411.2,941.09,2024-04-15,2024-04-16,1,1,North,Corporate
ORDER-00839,2023-10-23,Second Class,Office Supplies,Paper,7.06,146.2,80.39,2023-10-28,2023-10-29,1,1,North,Corporate
ORDER-00840,2023-10-24,First Class,Office Supplies,Binders,27.57,123.4,290.11,2023-10-26,2023-10-26,0,0,North,Consumer
ORDER-00841,2024-02-11,Standard Class,Furniture,Bookcases,27.54,394.6,556.0,2024-02-16,2024-02-16,0,0,South,Consumer
ORDER-00842,2024-02-09,Second Class,Furniture,Tables,4.93,32.9,21.23,2024-02-13,2024-02-13,0,0,North,Corporate
ORDER-00843,2023-12-12,Standard Class,Office Supplies,Paper,21.19,187.8,209.63,2023-12-15,2023-12-15,0,0,East,Corporate
ORDER-00844,2024-02-24,Standard Class,Technology,Machines,42.74,255.4,561.4,2024-02-25,2024-02-26,1,1,East,Home Office
ORDER-00845,2023-07-01,Standard Class,Office Supplies,Pens,42.88,282.4,620.54,2023-07-09,2023-07-13,4,1,South,Home Office
ORDER-00846,2023-01-01,Second Class,Technology,Accessories,5.41,365.7,126.65,2023-01-02,2023-01-02,0,0,North,Corporate
ORDER-00847,2024-01-06,Same Day,Office Supplies,Pens,4.99,180.6,105.19,2024-01-07,2024-01-09,2,1,East,Corporate
ORDER-00848,2024-03-06,Second Class,Technology,Machines,13.5,308.3,258.51,2024-03-09,2024-03-09,0,0,South,Consumer
ORDER-00849,2023-11-05,First Class,Technology,Accessories,43.8,294.8,1038.26,2023-11-07,2023-11-07,0,0,East,Corporate
ORDER-00850,2023-05-17,Second Class,Office Supplies,Paper,6.88,276.1,129.46,2023-05-21,2023-05-22,1,1,South,Home Office
ORDER-00851,2023-07-21,Second Class,Office Supplies,Binders,36.14,322.0,712.9,2023-07-23,2023-07-25,2,1,South,Consumer
ORDER-00852,2024-03-11,Standard Class,Technology,Copiers,5.51,133.4,47.91,2024-03-14,2024-03-15,1,1,West,Home Office
ORDER-00853,2023-11-09,Standard Class,Office Supplies,Pens,31.35,46.9,86.4,2023-11-12,2023-11-13,1,1,West,Home Office
ORDER-00854,2023-04-27,Standard Class,Office Supplies,Pens,18.13,64.0,77.22,2023-04-28,2023-04-29,1,1,North,Consumer
ORDER-00855,2023-09-01,Standard Class,Furniture,Bookcases,39.55,116.2,243.71,2023-09-09,2023-09-10,1,1,West,Home Office
ORDER-00856,2024-06-20,Standard Class,Technology,Phones,12.07,252.6,167.31,2024-06-27,2024-06-29,2,1,South,Corporate
ORDER-00857,2023-03-16,Standard Class,Technology,Accessories,32.14,421.0,682.51,2023-03-17,2023-03-20,3,1,East,Home Office
ORDER-00858,2024-01-21,Standard Class,Furniture,Chairs,12.17,352.1,221.74,2024-01-27,2024-01-28,1,1,East,Consumer
ORDER-00859,2023-07-29,Same Day,Office Supplies,Paper,35.83,395.6,1426.95,2023-07-30,2023-08-02,3,1,North,Consumer
ORDER-00860,2024-04-19,Standard Class,Office Supplies,Paper,43.75,178.7,404.0,2024-04-26,2024-05-01,5,1,West,Consumer
ORDER-00861,2024-02-22,Standard Class,Furniture,Bookcases,6.78,205.3,86.25,2024-03-03,2024-03-03,0,0,North,Home Office
ORDER-00862,2023-12-13,Standard Class,Technology,Copiers,43.4,199.9,443.6,2023-12-14,2023-12-15,1,1,South,Corporate
ORDER-00863,2024-06-12,Second Class,Furniture,Bookcases,29.88,100.0,189.63,2024-06-16,2024-06-17,1,1,West,Consumer
ORDER-00864,2023-06-28,Standard Class,Furniture,Tables,6.79,35.3,20.83,2023-07-04,2023-07-04,0,0,North,Corporate
ORDER-00865,2023-07-01,Standard Class,Office Supplies,Storage,21.66,297.5,331.01,2023-07-09,2023-07-09,0,0,East,Consumer
ORDER-00866,2023-01-25,Second Class,Technology,Copiers,8.46,494.7,270.34,2023-01-26,2023-01-27,1,1,East,Corporate
ORDER-00867,2023-06-29,Standard Class,Furniture,Tables,35.17,87.6,168.58,2023-07-05,2023-07-07,2,1,North,Corporate
ORDER-00868,2024-05-15,Standard Class,Office Supplies,Pens,38.06,28.1,60.81,2024-05-20,2024-05-20,0,0,North,Corporate
ORDER-00869,2023-06-10,Standard Class,Office Supplies,Pens,5.74,390.9,128.02,2023-06-13,2023-06-13,0,0,North,Consumer
ORDER-00870,2023-06-26,Standard Class,Furniture,Chairs,25.55,130.0,181.91,2023-06-29,2023-06-29,0,0,South,Home Office
ORDER-00871,2023-10-12,Standard Class,Furniture,Chairs,40.82,415.7,863.44,2023-10-16,2023-10-19,3,1,South,Home Office
ORDER-00872,2023-03-04,Standard Class,Office Supplies,Paper,46.84,353.4,834.68,2023-03-08,2023-03-10,2,1,East,Home Office
ORDER-00873,2023-06-05,First Class,Furniture,Tables,25.92,473.1,992.14,2023-06-08,2023-06-12,4,1,South,Corporate
ORDER-00874,2024-04-13,Second Class,Technology,Machines,47.54,207.4,598.19,2024-04-19,2024-04-19,0,0,South,Consumer
ORDER-00875,2023-02-18,Second Class,Technology,Machines,27.02,332.7,556.62,2023-02-19,2023-02-19,0,0,West,Corporate
ORDER-00876,2023-03-25,Standard Class,Technology,Accessories,20.01,235.1,250.05,2023-03-28,2023-03-28,0,0,South,Consumer
ORDER-00877,2023-12-27,Same Day,Furniture,Bookcases,42.49,317.1,1359.97,2023-12-28,2023-12-29,1,1,West,Corporate
ORDER-00878,2023-05-28,Standard Class,Technology,Accessories,24.9,227.6,293.51,2023-05-29,2023-05-31,2,1,South,Consumer
ORDER-00879,2023-12-08,Standard Class,Office Supplies,Pens,23.86,98.4,125.15,2023-12-12,2023-12-13,1,1,East,Consumer
ORDER-00880,2024-04-20,Second Class,Office Supplies,Binders,24.77,256.4,387.66,2024-04-23,2024-04-23,0,0,North,Consumer
ORDER-00881,2023-03-04,Standard Class,Furniture,Tables,42.42,266.6,585.0,2023-03-11,2023-03-12,1,1,East,Corporate
ORDER-00882,2023-12-26,Standard Class,Furniture,Tables,41.68,406.2,854.52,2023-12-27,2023-12-29,2,1,South,Home Office
ORDER-00883,2023-11-23,Second Class,Office Supplies,Storage,20.47,369.1,459.23,2023-11-24,2023-11-24,0,0,North,Corporate
ORDER-00884,2023-05-21,First Class,Office Supplies,Paper,17.0,333.6,473.12,2023-05-26,2023-05-28,2,1,North,Corporate
ORDER-00885,2023-08-03,Standard Class,Furniture,Tables,24.85,61.1,89.15,2023-08-04,2023-08-05,1,1,North,Consumer
ORDER-00886,2024-03-10,First Class,Office Supplies,Storage,28.85,361.7,851.75,2024-03-13,2024-03-14,1,1,West,Consumer
ORDER-00887,2023-11-14,Same Day,Furniture,Chairs,12.3,252.7,316.48,2023-11-15,2023-11-17,2,1,East,Home Office
ORDER-00888,2023-02-01,Standard Class,Office Supplies,Paper,39.8,447.6,904.23,2023-02-05,2023-02-07,2,1,West,Home Office
ORDER-00889,2023-10-12,Standard Class,Office Supplies,Binders,24.58,460.3,576.68,2023-10-19,2023-10-20,1,1,North,Consumer
ORDER-00890,2023-11-01,Standard Class,Technology,Copiers,17.04,32.3,44.1,2023-11-05,2023-11-05,0,0,East,Home Office
ORDER-00891,2024-03-04,Standard Class,Technology,Copiers,5.79,411.2,124.62,2024-03-05,2024-03-06,1,1,East,Home Office
ORDER-00892,2024-04-21,Standard Class,Office Supplies,Pens,12.32,23.7,25.62,2024-05-03,2024-05-04,1,1,South,Consumer
ORDER-00893,2023-10-13,Same Day,Office Supplies,Binders,47.49,186.7,903.62,2023-10-14,2023-10-14,0,0,West,Corporate
ORDER-00894,2023-05-24,First Class,Office Supplies,Pens,15.6,273.4,354.04,2023-05-26,2023-05-26,0,0,West,Home Office
ORDER-00895,2024-02-28,Second Class,Technology,Machines,8.86,78.3,54.87,2024-03-03,2024-03-03,0,0,South,Consumer
ORDER-00896,2023-01-19,Standard Class,Office Supplies,Storage,23.3,374.4,442.63,2023-01-23,2023-01-24,1,1,West,Home Office
ORDER-00897,2023-01-18,First Class,Furniture,Furnishings,15.7,9.1,18.41,2023-01-23,2023-01-23,0,0,North,Home Office
ORDER-00898,2024-01-06,Same Day,Furniture,Furnishings,2.24,88.5,34.98,2024-01-07,2024-01-07,0,0,North,Consumer
ORDER-00899,2023-06-24,First Class,Office Supplies,Paper,16.5,292.5,401.23,2023-06-27,2023-06-27,0,0,West,Home Office
ORDER-00900,2023-07-13,Standard Class,Office Supplies,Storage,27.43,358.6,511.51,2023-07-17,2023-07-19,2,1,South,Home Office
ORDER-00901,2024-05-16,Second Class,Technology,Copiers,27.81,458.7,781.07,2024-05-20,2024-05-22,2,1,East,Home Office
ORDER-00902,2023-04-23,Standard Class,Furniture,Tables,18.15,354.2,333.84,2023-04-27,2023-04-30,3,1,West,Corporate
ORDER-00903,2023-04-24,Standard Class,Office Supplies,Pens,22.64,337.5,399.91,2023-04-26,2023-04-26,0,0,East,Corporate
ORDER-00904,2023-08-10,Standard Class,Technology,Machines,48.29,200.2,489.95,2023-08-12,2023-08-13,1,1,South,Home Office
ORDER-00905,2023-09-21,Second Class,Technology,Phones,19.18,5.6,18.18,2023-09-28,2023-09-29,1,1,East,Consumer
ORDER-00906,2023-02-24,Second Class,Office Supplies,Storage,13.28,64.5,60.7,2023-03-03,2023-03-04,1,1,South,Home Office
ORDER-00907,2024-04-02,Standard Class,Office Supplies,Binders,12.55,269.6,175.74,2024-04-05,2024-04-09,4,1,South,Home Office
ORDER-00908,2023-06-11,Standard Class,Office Supplies,Pens,23.16,339.2,409.25,2023-06-12,2023-06-15,3,1,North,Corporate
ORDER-00909,2024-01-15,Standard Class,Technology,Accessories,38.1,211.6,415.76,2024-01-20,2024-01-21,1,1,North,Corporate
ORDER-00910,2023-03-28,Standard Class,Furniture,Tables,10.7,366.7,209.54,2023-04-01,2023-04-02,1,1,South,Corporate
ORDER-00911,2023-02-24,Standard Class,Technology,Accessories,35.61,263.3,479.97,2023-02-26,2023-02-26,0,0,West,Home Office
ORDER-00912,2024-04-20,Standard Class,Office Supplies,Pens,1.55,41.7,15.14,2024-04-26,2024-04-27,1,1,North,Home Office
ORDER-00913,2023-06-27,First Class,Office Supplies,Storage,21.24,100.0,176.66,2023-06-28,2023-06-28,0,0,South,Consumer
ORDER-00914,2024-01-26,Standard Class,Furniture,Tables,38.91,420.8,833.76,2024-01-31,2024-02-02,2,1,East,Home Office
ORDER-00915,2023-12-15,Standard Class,Office Supplies,Pens,17.27,363.8,325.63,2023-12-19,2023-12-20,1,1,East,Home Office
ORDER-00916,2023-01-08,Standard Class,Office Supplies,Paper,28.4,447.9,653.27,2023-01-10,2023-01-12,2,1,West,Corporate
ORDER-00917,2023-11-09,Same Day,Furniture,Bookcases,10.65,63.2,75.25,2023-11-10,2023-11-10,0,0,East,Corporate
ORDER-00918,2024-03-18,Second Class,Office Supplies,Paper,37.23,495.2,1114.25,2024-03-25,2024-03-27,2,1,East,Corporate
ORDER-00919,2023-11-24,Second Class,Technology,Copiers,3.09,108.7,34.84,2023-11-28,2023-11-30,2,1,South,Corporate
ORDER-00920,2023-02-23,Standard Class,Office Supplies,Storage,42.7,10.8,40.75,2023-02-27,2023-02-28,1,1,East,Corporate
ORDER-00921,2023-08-27,Second Class,Technology,Accessories,10.31,498.7,320.58,2023-08-28,2023-08-31,3,1,East,Consumer
ORDER-00922,2023-08-17,Standard Class,Furniture,Furnishings,43.78,144.1,331.34,2023-08-25,2023-08-26,1,1,East,Consumer
ORDER-00923,2023-02-20,Second Class,Office Supplies,Pens,17.95,335.7,381.54,2023-02-25,2023-03-01,4,1,East,Consumer
ORDER-00924,2023-09-21,Same Day,Furniture,Tables,36.27,92.5,355.35,2023-09-22,2023-09-27,5,1,South,Corporate
ORDER-00925,2024-02-22,Second Class,Office Supplies,Paper,16.3,292.2,301.94,2024-02-25,2024-02-28,3,1,East,Corporate
ORDER-00926,2023-04-06,First Class,Technology,Copiers,45.34,452.5,1657.4,2023-04-07,2023-04-09,2,1,West,Corporate
ORDER-00927,2023-03-29,First Class,Office Supplies,Binders,6.77,163.5,97.27,2023-03-30,2023-03-31,1,1,North,Consumer
ORDER-00928,2023-03-19,Standard Class,Furniture,Chairs,9.34,336.8,174.79,2023-03-22,2023-03-25,3,1,West,Corporate
ORDER-00929,2023-10-15,Same Day,Office Supplies,Paper,24.9,98.0,255.1,2023-10-16,2023-10-17,1,1,North,Consumer
ORDER-00930,2023-04-30,Standard Class,Office Supplies,Storage,4.56,314.3,91.09,2023-05-01,2023-05-02,1,1,West,Corporate
ORDER-00931,2024-05-05,Second Class,Office Supplies,Pens,10.2,171.5,111.18,2024-05-07,2024-05-07,0,0,North,Home Office
ORDER-00932,2024-03-27,Standard Class,Technology,Phones,47.22,109.5,270.07,2024-04-01,2024-04-02,1,1,North,Consumer
ORDER-00933,2024-05-14,Standard Class,Technology,Accessories,48.84,160.0,404.06,2024-05-18,2024-05-19,1,1,North,Home Office
ORDER-00934,2023-06-14,Standard Class,Office Supplies,Paper,19.12,93.5,100.46,2023-06-20,2023-06-22,2,1,North,Consumer
ORDER-00935,2023-07-01,Standard Class,Office Supplies,Paper,46.2,451.4,1050.89,2023-07-07,2023-07-08,1,1,South,Corporate
ORDER-00936,2024-04-13,Standard Class,Furniture,Furnishings,27.47,201.6,290.79,2024-04-19,2024-04-21,2,1,West,Corporate
ORDER-00937,2023-01-07,Second Class,Furniture,Furnishings,13.85,126.4,121.38,2023-01-10,2023-01-11,1,1,North,Home Office
ORDER-00938,2023-11-26,Standard Class,Office Supplies,Binders,35.27,227.0,414.99,2023-12-03,2023-12-05,2,1,West,Corporate
ORDER-00939,2023-05-31,Standard Class,Office Supplies,Storage,33.12,163.7,279.6,2023-06-05,2023-06-08,3,1,East,Consumer
ORDER-00940,2023-03-26,Second Class,Office Supplies,Paper,49.46,373.5,1124.37,2023-03-30,2023-03-31,1,1,North,Corporate
ORDER-00941,2023-05-27,Standard Class,Office Supplies,Paper,13.62,485.8,339.68,2023-06-03,2023-06-04,1,1,West,Corporate
ORDER-00942,2024-01-16,First Class,Furniture,Furnishings,33.77,221.8,606.84,2024-01-19,2024-01-20,1,1,South,Consumer
ORDER-00943,2023-10-12,Second Class,Office Supplies,Paper,3.08,431.2,95.05,2023-10-17,2023-10-19,2,1,West,Home Office
ORDER-00944,2023-03-23,First Class,Furniture,Chairs,6.13,285.1,157.45,2023-03-28,2023-03-29,1,1,North,Home Office
ORDER-00945,2024-05-28,Second Class,Furniture,Tables,0.69,82.8,15.65,2024-06-03,2024-06-03,0,0,East,Corporate
ORDER-00946,2024-06-06,Standard Class,Technology,Machines,49.97,346.9,879.7,2024-06-10,2024-06-11,1,1,West,Consumer
ORDER-00947,2024-01-21,Second Class,Furniture,Chairs,40.21,259.2,634.89,2024-01-24,2024-01-25,1,1,East,Home Office
ORDER-00948,2024-04-15,Standard Class,Office Supplies,Storage,39.44,327.1,657.46,2024-04-17,2024-04-20,3,1,South,Home Office
ORDER-00949,2023-04-29,Standard Class,Furniture,Tables,25.73,445.4,579.99,2023-04-30,2023-04-30,0,0,West,Corporate
ORDER-00950,2024-01-31,First Class,Technology,Machines,15.35,223.0,293.18,2024-02-03,2024-02-04,1,1,West,Consumer
ORDER-00951,2024-06-15,Standard Class,Office Supplies,Paper,7.99,451.1,197.22,2024-06-19,2024-06-19,0,0,South,Home Office
ORDER-00952,2023-09-18,First Class,Furniture,Furnishings,14.59,376.6,454.59,2023-09-23,2023-09-25,2,1,South,Corporate
ORDER-00953,2023-09-13,First Class,Office Supplies,Paper,19.11,246.9,390.53,2023-09-15,2023-09-17,2,1,South,Corporate
ORDER-00954,2023-08-14,First Class,Technology,Phones,37.94,303.6,938.37,2023-08-16,2023-08-18,2,1,North,Corporate
ORDER-00955,2023-02-22,Same Day,Technology,Phones,27.21,166.2,464.65,2023-02-23,2023-02-23,0,0,North,Corporate
ORDER-00956,2024-05-14,Standard Class,Furniture,Tables,4.34,491.9,116.24,2024-05-15,2024-05-17,2,1,West,Home Office
ORDER-00957,2024-05-20,Standard Class,Technology,Machines,1.39,335.3,30.71,2024-05-21,2024-05-23,2,1,West,Consumer
ORDER-00958,2023-12-30,Second Class,Technology,Accessories,5.57,26.7,23.64,2023-12-31,2023-12-31,0,0,West,Corporate
ORDER-00959,2023-10-07,Standard Class,Technology,Machines,20.82,166.7,192.48,2023-10-08,2023-10-09,1,1,East,Corporate
ORDER-00960,2023-06-07,Second Class,Office Supplies,Binders,46.69,313.5,885.54,2023-06-09,2023-06-11,2,1,South,Home Office
ORDER-00961,2023-02-28,First Class,Office Supplies,Pens,32.05,32.9,92.06,2023-03-01,2023-03-04,3,1,West,Corporate
ORDER-00962,2023-05-08,Second Class,Office Supplies,Paper,40.19,16.8,52.02,2023-05-12,2023-05-13,1,1,South,Corporate
ORDER-00963,2023-04-25,Standard Class,Technology,Phones,23.59,227.8,285.79,2023-04-26,2023-04-27,1,1,North,Consumer
ORDER-00964,2023-07-28,Standard Class,Office Supplies,Binders,18.4,169.7,165.53,2023-08-05,2023-08-06,1,1,South,Corporate
ORDER-00965,2024-06-09,Standard Class,Office Supplies,Pens,5.87,222.0,73.97,2024-06-13,2024-06-13,0,0,East,Home Office
ORDER-00966,2024-06-04,Standard Class,Office Supplies,Paper,43.86,135.0,310.35,2024-06-09,2024-06-10,1,1,East,Consumer
ORDER-00967,2023-08-25,First Class,Technology,Machines,39.27,86.5,284.78,2023-09-01,2023-09-04,3,1,South,Home Office
ORDER-00968,2023-10-08,Standard Class,Technology,Accessories,8.82,346.1,158.53,2023-10-16,2023-10-19,3,1,East,Consumer
ORDER-00969,2023-12-25,Standard Class,Furniture,Chairs,25.86,259.7,342.01,2023-12-27,2024-01-01,5,1,East,Consumer
ORDER-00970,2023-07-20,Standard Class,Technology,Phones,24.63,104.1,142.84,2023-07-22,2023-07-23,1,1,North,Corporate
ORDER-00971,2023-10-05,Second Class,Office Supplies,Binders,31.44,163.2,319.84,2023-10-07,2023-10-09,2,1,West,Corporate
ORDER-00972,2023-08-23,Second Class,Technology,Accessories,47.34,297.9,865.72,2023-08-26,2023-08-28,2,1,East,Corporate
ORDER-00973,2024-05-08,Standard Class,Office Supplies,Storage,29.2,40.8,74.75,2024-05-14,2024-05-14,0,0,West,Home Office
ORDER-00974,2023-01-04,Standard Class,Office Supplies,Storage,27.24,78.0,111.39,2023-01-12,2023-01-13,1,1,South,Corporate
ORDER-00975,2024-03-17,Standard Class,Technology,Phones,2.99,41.3,18.39,2024-03-22,2024-03-22,0,0,South,Corporate
ORDER-00976,2023-01-29,Standard Class,Furniture,Chairs,3.61,407.1,84.7,2023-02-04,2023-02-08,4,1,East,Consumer
ORDER-00977,2023-04-19,Second Class,Technology,Accessories,9.77,377.4,227.83,2023-04-23,2023-04-26,3,1,South,Corporate
ORDER-00978,2023-03-16,Second Class,Office Supplies,Paper,2.11,377.9,66.69,2023-03-20,2023-03-22,2,1,North,Corporate
ORDER-00979,2023-05-26,Standard Class,Office Supplies,Paper,37.3,359.6,687.73,2023-05-29,2023-06-01,3,1,East,Corporate
ORDER-00980,2023-05-08,Standard Class,Office Supplies,Binders,36.3,336.3,618.84,2023-05-09,2023-05-10,1,1,East,Corporate
ORDER-00981,2023-02-11,Same Day,Office Supplies,Paper,7.23,241.1,183.16,2023-02-12,2023-02-12,0,0,East,Consumer
ORDER-00982,2023-12-22,Standard Class,Office Supplies,Paper,41.89,322.9,681.79,2023-12-29,2023-12-31,2,1,South,Corporate
ORDER-00983,2023-02-10,Second Class,Furniture,Bookcases,8.16,24.0,21.2,2023-02-14,2023-02-15,1,1,South,Consumer
ORDER-00984,2023-02-03,Standard Class,Furniture,Furnishings,15.41,312.6,254.63,2023-02-08,2023-02-10,2,1,East,Home Office
ORDER-00985,2023-01-17,Standard Class,Furniture,Tables,12.82,390.0,261.3,2023-01-21,2023-01-24,3,1,West,Corporate
ORDER-00986,2023-06-02,Standard Class,Technology,Copiers,18.93,252.7,258.72,2023-06-08,2023-06-08,0,0,South,Corporate
ORDER-00987,2024-01-13,Second Class,Technology,Machines,13.11,182.0,149.0,2024-01-17,2024-01-20,3,1,South,Corporate
ORDER-00988,2023-12-08,Same Day,Office Supplies,Storage,24.7,142.3,365.35,2023-12-09,2023-12-09,0,0,East,Consumer
ORDER-00989,2023-01-27,Standard Class,Technology,Machines,20.67,323.2,351.9,2023-02-02,2023-02-05,3,1,West,Corporate
ORDER-00990,2023-10-14,Standard Class,Office Supplies,Pens,49.34,347.9,870.48,2023-10-22,2023-10-23,1,1,East,Corporate
ORDER-00991,2023-06-17,Standard Class,Office Supplies,Pens,3.27,436.1,76.35,2023-06-18,2023-06-19,1,1,South,Home Office
ORDER-00992,2023-09-25,Standard Class,Technology,Machines,7.54,174.5,74.43,2023-10-01,2023-10-01,0,0,East,Consumer
ORDER-00993,2024-03-30,Standard Class,Technology,Phones,3.11,386.0,69.88,2024-04-03,2024-04-07,4,1,East,Consumer
ORDER-00994,2024-02-05,Standard Class,Office Supplies,Paper,31.48,282.9,464.77,2024-02-12,2024-02-12,0,0,East,Home Office
ORDER-00995,2024-04-20,First Class,Technology,Copiers,3.2,442.0,131.83,2024-04-24,2024-04-24,0,0,West,Consumer
ORDER-00996,2023-05-10,Standard Class,Furniture,Bookcases,41.9,266.3,577.14,2023-05-12,2023-05-15,3,1,East,Corporate
ORDER-00997,2023-12-29,Standard Class,Technology,Copiers,25.84,261.2,354.86,2024-01-04,2024-01-04,0,0,South,Corporate
ORDER-00998,2023-10-19,Same Day,Furniture,Furnishings,26.59,291.0,784.04,2023-10-22,2023-10-23,1,1,East,Home Office
ORDER-00999,2024-01-06,Standard Class,Office Supplies,Paper,28.3,375.9,550.49,2024-01-10,2024-01-11,1,1,West,Consumer
ORDER-01000,2023-01-29,Same Day,Office Supplies,Pens,8.96,482.5,452.05,2023-01-30,2023-01-30,0,0,North,Consumer
ORDER-01001,2023-05-29,Standard Class,Office Supplies,Pens,10.29,41.4,31.55,2023-06-02,2023-06-03,1,1,West,Consumer
ORDER-01002,2023-10-23,First Class,Furniture,Tables,16.28,31.5,49.93,2023-10-24,2023-10-27,3,1,East,Home Office
ORDER-01003,2023-01-11,Second Class,Technology,Machines,29.88,469.1,854.21,2023-01-12,2023-01-13,1,1,North,Corporate
ORDER-01004,2024-05-26,First Class,Furniture,Tables,10.9,267.3,240.89,2024-05-27,2024-05-28,1,1,East,Home Office
ORDER-01005,2023-04-23,Same Day,Office Supplies,Paper,6.26,309.4,199.17,2023-04-24,2023-04-24,0,0,West,Corporate
ORDER-01006,2023-07-06,Standard Class,Furniture,Tables,48.52,243.8,610.65,2023-07-08,2023-07-09,1,1,North,Home Office
ORDER-01007,2023-08-15,Same Day,Office Supplies,Binders,1.59,51.4,27.06,2023-08-16,2023-08-17,1,1,North,Corporate
ORDER-01008,2023-11-06,Standard Class,Office Supplies,Binders,40.23,385.2,782.27,2023-11-13,2023-11-15,2,1,East,Consumer
ORDER-01009,2023-04-08,Standard Class,Office Supplies,Storage,39.51,374.9,751.73,2023-04-12,2023-04-14,2,1,East,Consumer
ORDER-01010,2023-02-24,Standard Class,Furniture,Chairs,15.21,159.3,138.61,2023-02-25,2023-02-25,0,0,West,Consumer
ORDER-01011,2024-02-10,Second Class,Furniture,Tables,7.21,156.6,82.66,2024-02-13,2024-02-13,0,0,East,Home Office
ORDER-01012,2023-03-10,Standard Class,Office Supplies,Storage,7.71,419.7,172.72,2023-03-21,2023-03-25,4,1,North,Home Office
ORDER-01013,2023-11-08,Second Class,Technology,Phones,35.02,40.8,101.89,2023-11-12,2023-11-13,1,1,South,Home Office
ORDER-01014,2023-10-16,Second Class,Technology,Copiers,32.32,441.1,873.84,2023-10-19,2023-10-19,0,0,South,Consumer
ORDER-01015,2023-05-28,First Class,Furniture,Tables,39.25,132.0,433.37,2023-06-05,2023-06-06,1,1,West,Corporate
ORDER-01016,2024-04-11,First Class,Office Supplies,Paper,46.91,298.5,1130.89,2024-04-12,2024-04-14,2,1,East,Consumer
ORDER-01017,2023-09-01,Standard Class,Furniture,Tables,34.75,468.3,821.27,2023-09-05,2023-09-06,1,1,West,Consumer
ORDER-01018,2024-05-05,Standard Class,Furniture,Bookcases,8.21,340.7,158.55,2024-05-12,2024-05-13,1,1,South,Corporate
ORDER-01019,2024-05-21,Standard Class,Office Supplies,Paper,12.55,210.1,138.23,2024-05-23,2024-05-24,1,1,South,Corporate
ORDER-01020,2023-12-31,Standard Class,Office Supplies,Storage,42.19,346.3,746.35,2024-01-04,2024-01-07,3,1,East,Corporate
ORDER-01021,2024-04-26,Standard Class,Furniture,Chairs,10.86,175.3,102.3,2024-05-03,2024-05-06,3,1,North,Corporate
ORDER-01022,2023-07-20,Standard Class,Furniture,Furnishings,4.09,142.2,39.92,2023-07-27,2023-07-29,2,1,East,Consumer
ORDER-01023,2023-06-03,Standard Class,Furniture,Chairs,35.31,498.4,891.1,2023-06-09,2023-06-10,1,1,South,Home Office
ORDER-01024,2024-03-25,Same Day,Technology,Machines,20.43,376.6,776.78,2024-03-26,2024-03-26,0,0,North,Consumer
ORDER-01025,2024-05-15,Second Class,Technology,Copiers,46.04,324.1,914.13,2024-05-16,2024-05-16,0,0,West,Corporate
ORDER-01026,2023-03-14,Standard Class,Furniture,Bookcases,32.69,180.9,300.72,2023-03-21,2023-03-21,0,0,South,Home Office
ORDER-01027,2023-10-23,Second Class,Furniture,Bookcases,4.98,29.3,27.16,2023-10-25,2023-10-27,2,1,West,Home Office
ORDER-01028,2023-01-17,Standard Class,Technology,Phones,47.42,20.4,66.63,2023-01-21,2023-01-23,2,1,North,Consumer
ORDER-01029,2023-08-05,Standard Class,Technology,Copiers,13.3,279.3,195.49,2023-08-06,2023-08-08,2,1,West,Consumer
